,show_id,type,title,day,month,year,duration,duration_unit,rating,director,cast,country,date_added,listed_in,description
5959,70153374,TV Show,Intelligence,19,7,2017,2,Seasons,TV-14,,"Ian Tracey, Klea Scott, John Cassini, Matt Frewer, Alana Husband, Kyla Wise, Camille Sullivan, Darcy Laurie, Eugene Lipinski, Michael Eklund",Canada,2017-07-19,"Crime TV Shows, TV Dramas",Clashes both on the street and in the bedroom pits the female head of the Organized Crime Unit against the cocky leader of a pot-smuggling ring.
5960,70143843,TV Show,Glee,18,7,2015,6,Seasons,TV-PG,,"Lea Michele, Chris Colfer, Jane Lynch, Matthew Morrison, Cory Monteith, Naya Rivera, Kevin McHale, Jenna Ushkowitz, Amber Riley, Mark Salling, Heather Morris, Harry Shum Jr., Jayma Mays, Dianna Agron",United States,2015-07-18,"TV Comedies, TV Dramas, Teen TV Shows","Amid relationship woes and personal attacks from a wicked cheerleading coach, a teacher fights to turn underdog glee club members into winners."
5961,80175934,TV Show,Pinky Malinky,17,7,2019,3,Seasons,TV-Y7,,"Lucas Grabeel, Nathan Kress, Diamond White, Danny Jacobs, Retta, Colleen Smith, Vargus Mason, Lauren Tom, Robbie Daymond, Grey Griffin",United States,2019-07-17,"Kids' TV, TV Comedies","Pinky Malinky sees the bright side of everything, including being born a hot dog. With his BFFs in tow, this little wiener takes a bite out of life."
5962,80100105,TV Show,Wynonna Earp,16,7,2019,3,Seasons,TV-14,,"Melanie Scrofano, Shamier Anderson, Tim Rozon, Dominique Provost-Chalkley, Michael Eklund, Katherine Barrell, Greg Lawson, Natascha Girgis","Canada, United States",2019-07-16,"International TV Shows, TV Action & Adventure, TV Dramas",The outcast descendant of lawman Wyatt Earp teams up with an immortal Doc Holliday to rid the world of demonic revenants from the Wild West.
5963,80211384,TV Show,The Joel McHale Show with Joel McHale,15,7,2018,2,Seasons,TV-MA,,Joel McHale,United States,2018-07-15,"Stand-Up Comedy & Talk Shows, TV Comedies","Trending news, pop culture, social media, original sketches and more come together in host Joel McHale's new weekly comedy commentary show."
5964,80025553,TV Show,H2O: Mermaid Adventures,15,7,2015,2,Seasons,TV-Y7,,"Sonja Ball, Holly Gauthier-Frankel, Thor Bishopric, Angela Galuppo","Germany, Australia",2015-07-15,Kids' TV,Three high school friends who turn into mermaids whenever they touch water have undersea adventures while keeping their new life a secret.
5965,80179784,TV Show,3Below: Tales of Arcadia,12,7,2019,2,Seasons,TV-Y7-FV,,"Tatiana Maslany, Diego Luna, Nick Offerman, Nick Frost, Glenn Close, Alon Aboutboul, Hayley Atwell, Darin De Paul, Andy Garcia, Cheryl Hines, Tom Kenny, Chris Obi, Cole Sand, Frank Welker, Steven Yeun",United States,2019-07-12,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","After crash-landing on Earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters."
5966,80141270,TV Show,Bonus Family,12,7,2019,3,Seasons,TV-MA,,"Vera Vitali, Erik Johansson, Fredrik Hallgren, Petra Mede, Frank Dorsin, Jacob Lundqvist, Amanda Lindh, Marianne Mörck, Barbro Svensson, Ann Petrén, Johan Ulveson, Leo Razzak, Felix Engström",Sweden,2019-07-12,"International TV Shows, TV Dramas","A new couple, their exes and their children navigate the emotional challenges and tricky logistics of blended family life in this Swedish dramedy."
5967,80224279,TV Show,"Nightmare Tenants, Slum Landlords",12,7,2019,2,Seasons,TV-MA,,Wendi Peters,,2019-07-12,"British TV Shows, International TV Shows, Reality TV",The ongoing housing crisis in Britain has led to an increased number of nasty conflicts between fed-up landlords and exasperated tenants.
5968,80118092,TV Show,Mossad 101,11,7,2018,2,Seasons,TV-14,,"Yehuda Levi, Yehoram Gaon, Shai Avivi, Liron Vaisman, Aki Avni, Itay Tiran, Hana Laszlo",Israel,2018-07-11,"International TV Shows, TV Action & Adventure, TV Dramas","Cadets from every level of Israeli society undergo intense training to join their country's elite, highly classified intelligence service, the Mossad."
5969,80217151,TV Show,Baby Ballroom,10,7,2018,2,Seasons,TV-14,,"Warren Bullock, Jane Bullock",United Kingdom,2018-07-10,"British TV Shows, International TV Shows, Reality TV","Step into the cutthroat world of kids' ballroom dancing, where ambitious instructors, proud parents and pint-sized performers waltz to win."
5970,80177803,TV Show,Drug Lords,10,7,2018,2,Seasons,TV-MA,,,United States,2018-07-10,"Crime TV Shows, Docuseries","Witness the stories of history's most notorious kingpins, their terrifying enforcers, and the men and women who've sworn to bring them down."
5971,81064394,TV Show,Hatchimals | Adventures in Hatchtopia,1,7,2019,2,Seasons,TV-Y,,"Sam Vincent, Kira Tozer, Andrea Libman",United States,2019-07-01,Kids' TV,"These fun-loving creatures hatch from their shells and spread friendship, laughter and life lessons in the land of Hatchtopia."
5972,80142000,TV Show,Tayo the Little Bus,1,7,2019,2,Seasons,TV-Y,,"Robyn Slade, Kami Desilets",South Korea,2019-07-01,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day."
5973,81100135,TV Show,Zombie Dumb,1,7,2019,2,Seasons,TV-Y7,,,,2019-07-01,"Kids' TV, Korean TV Shows, TV Comedies","While living alone in a spooky town, a young girl befriends a motley crew of zombie children with diverse personalities."
5974,70142386,TV Show,NCIS,1,7,2018,15,Seasons,TV-14,,"Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings",United States,2018-07-01,"Crime TV Shows, TV Dramas, TV Mysteries",Follow the quirky agents of the NCIS – the Naval Criminal Investigative Service – as they track down terrorists and other high-profile criminals.
5975,80004462,TV Show,Being Mary Jane: The Series,1,7,2017,4,Seasons,TV-14,,"Gabrielle Union, Lisa Vidal, Margaret Avery, Omari Hardwick, Latarsha Rose, Aaron D. Spears, B.J. Britt, Raven Goodwin, Richard Roundtree",United States,2017-07-01,"Romantic TV Shows, TV Dramas",Ambitious single TV journalist Mary Jane attempts to balance her career with her overbearing family and an increasingly messy love life.
5976,70152640,TV Show,Cheers,1,7,2017,11,Seasons,TV-PG,,"Ted Danson, Rhea Perlman, George Wendt, John Ratzenberger, Shelley Long, Kirstie Alley, Woody Harrelson, Kelsey Grammer, Nicholas Colasanto",United States,2017-07-01,"Classic & Cult TV, TV Comedies","Sam Malone, an ex-baseball player turned bar owner, operates a saloon that's always filled with quirky customers and even more eccentric staff."
5977,80021966,TV Show,El Barco,1,7,2017,3,Seasons,NR,,"Juanjo Artero, Mario Casas, Blanca Suárez, Irene Montalà, Luis Callejo, Neus Sanz, Juan Pablo Shuk, Ivan Massagué, Marina Salas, Bernabé Fernández, Javier Hernández, Patricia Arbúes, David Seijo, Giselle Calderón",Spain,2017-07-01,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime – especially when a storm leaves them lost at sea.
5978,80103470,TV Show,Hostages,1,7,2017,2,Seasons,TV-MA,,"Jonah Lotan, Ayelet Zurer, Tomer Kapon, Micha Celektar, Dar Zuzovsky, Yoav Rotman, Mickey Leon, Hilla Vidor, Nevo Kimchi, Ido Bartal, Shmil Ben Ari, Liat Stern, Michal Kalman, Yoav Levi",Israel,2017-07-01,"Crime TV Shows, International TV Shows, TV Dramas",The night before a surgeon is set to operate on a prime minister her family is held hostage by gunmen who insist she kill him or her family will die.
5979,80149594,TV Show,Intersection,1,7,2017,3,Seasons,TV-14,,"İbrahim Çelikkol, Belçim Bilgin, Alican Yücesoy, Teoman Kumbaracıbaşı, Serdar Yeğin, Tülay Günal, Gözde Cığacı, Ferit Aktuğ, Rojda Demirer, Aybars Kartal Özson",Turkey,2017-07-01,"International TV Shows, Romantic TV Shows, TV Dramas","Two wealthy businessmen with car obsessions cross paths with an idealist pediatrician. Love enters the equation, and their lives change for good."
5980,70155574,TV Show,The Andy Griffith Show,1,7,2017,8,Seasons,TV-G,,"Andy Griffith, Ron Howard, Don Knotts, Frances Bavier, Howard McNear, Hope Summers",United States,2017-07-01,"Classic & Cult TV, TV Comedies","Homespun humor and easygoing Sheriff Andy Taylor are at the center of this nostalgic look at Mayberry, a small town filled with lovable characters."
5981,70172488,TV Show,The Twilight Zone (Original Series),1,7,2017,4,Seasons,TV-PG,,Rod Serling,United States,2017-07-01,"Classic & Cult TV, TV Sci-Fi & Fantasy","Hosted by creator Rod Serling, this groundbreaking anthology series presents tales of the supernatural that are often tinged with social commentary."
5982,70153408,TV Show,Twin Peaks,1,7,2017,2,Seasons,TV-MA,,"Kyle MacLachlan, Michael Ontkean, Mädchen Amick, Dana Ashbrook, Richard Beymer, Lara Flynn Boyle, Sherilyn Fenn, Warren Frost, Peggy Lipton, James Marshall, Everett McGill, Jack Nance, Joan Chen, Kimmy Robertson, Michael Horse, Piper Laurie, Harry Goaz, Eric DaRe, Wendy Robie, Ray Wise, Sheryl Lee, Russ Tamblyn, Don S. Davis, Chris Mulkey, Gary Hershberger, Grace Zabriskie",United States,2017-07-01,"Classic & Cult TV, Crime TV Shows, TV Dramas","""Who killed Laura Palmer?"" is the question on everyone's lips in a secretive small town, but as an eccentric FBI agent learns, the answer isn't easy."
5983,80157645,TV Show,Unriddle,1,7,2017,2,Seasons,TV-14,,"Rui En, Chen Liping, Tay Ping Hui, Andie Chen, Xiang Yun, Joshua Ang, Zhou Ying",Singapore,2017-07-01,"Crime TV Shows, International TV Shows, TV Dramas","When a hard-nosed detective reluctantly partners with an informant to solve complex cases, she uncovers links to a particularly puzzling cold case."
5984,80022632,TV Show,Between,1,7,2016,2,Seasons,TV-14,,"Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",Canada,2016-07-01,"International TV Shows, TV Dramas, TV Mysteries","After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them."
5985,70305883,TV Show,Marco Polo,1,7,2016,2,Seasons,TV-MA,,"Lorenzo Richelmy, Benedict Wong, Chin Han, Joan Chen, Michelle Yeoh, Rick Yune, Claudia Kim, Remy Hii, Zhu Zhu, Tom Wu, Mahesh Jadu, Olivia Cheng, Uli Latukefu, Pierfrancesco Favino, Jacqueline Chan, Leonard Wu, Gabriel Byrne",United States,2016-07-01,"TV Action & Adventure, TV Dramas","Set in a world of greed, betrayal, sexual intrigue and rivalry, “Marco Polo” is based on the famed explorer’s adventures in Kublai Khan’s court."
5986,70136129,TV Show,The Tudors,8,1,2018,4,Seasons,TV-MA,,"Jonathan Rhys Meyers, Henry Cavill, James Frain, Anthony Brophy, Guy Carleton, Sarah Bolger, Natalie Dormer, Max Brown, Nick Dunning, Rod Hallett, Maria Doyle Kennedy, Simon Ward","Ireland, Canada, United States, United Kingdom",2018-01-08,TV Dramas,All the splendor and scandal of England's 16th-century royal court comes to life in this series that follows notorious Tudor monarch Henry VIII.
5987,70175670,TV Show,Episodes,6,1,2018,5,Seasons,TV-MA,,"Matt LeBlanc, Tamsin Greig, Stephen Mangan, Kathleen Rose Perkins, John Pankow, Mircea Monroe","United States, United Kingdom",2018-01-06,"Classic & Cult TV, TV Comedies","Hoping to create an American version of their hit British sitcom, two screenwriters run into cultural obstacles, starting with the lead character."
5988,80133187,TV Show,Tales by Light,5,1,2019,3,Seasons,TV-PG,,"Darren Jew, Art Wolfe, Krystle Wright, Peter Eastway, Richard l’Anson, Jack Thompson, Jonathan Scott, Angela Scott, Eric Cheng, Stephen Dupont",Australia,2019-01-05,"Docuseries, International TV Shows, Science & Nature TV","Follow renowned photographers as they explore far-flung locales, capturing extraordinary images that present nature and culture in a new light."
5989,80133335,TV Show,Call My Agent!,4,1,2019,3,Seasons,TV-MA,,"Camille Cottin, Thibault De Montalembert, Grégory Montel, Liliane Rovère, Fanny Sidney, Laure Calamy, Nicolas Maury, Stéfi Celma, Assaad Bouab, Isabelle Adjani, Juliette Binoche, Virginie Efira, Christopher Lambert",France,2019-01-04,"International TV Shows, TV Comedies, TV Dramas","At a top Paris talent firm, agents scramble to keep their star clients happy – and their business afloat – after an unexpected crisis."
5990,80136311,TV Show,Anne with an E,3,1,2020,2,Seasons,TV-PG,,"Amybeth McNulty, Geraldine James, R.H. Thomson, Corrine Koslo, Dalila Bela, Lucas Jade Zumann, Aymeric Jett Montaz",Canada,2020-01-03,"International TV Shows, TV Dramas","A plucky orphan whose passions run deep finds an unlikely home with a spinster and her soft-spoken bachelor brother. Based on ""Anne of Green Gables."""
5991,80064235,TV Show,The Ministry of Time,28,1,2018,3,Seasons,TV-MA,,"Rodolfo Sancho, Aura Garrido, Nacho Fresneda, Cayetana Guillén Cuervo, Juan Gea, Jaime Blanch, Natalia Millan, Julián Villagrán, Hugo Silva, Francesca Piñón, Mar Saura, Ramón Langa, Andrés Gertrúdix, Macarena García",Spain,2018-01-28,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure",Three officers from different eras work for a secret agency guarding Spain's past from time-traveling intruders trying to manipulate history.
5992,80008434,TV Show,Z Nation,27,1,2019,5,Seasons,TV-14,,"Nat Zang, Russell Hodgkinson, Michael Welch, Anastasia Baranova, Kellita Smith, DJ Qualls, Keith Allan, Pisay Pao",United States,2019-01-27,"TV Action & Adventure, TV Comedies, TV Horror","A team embarks on a perilous cross-country mission to transport the one man who survived a deadly zombie virus, hoping he holds the key to a vaccine."
5993,80018988,TV Show,The Adventures of Puss in Boots,26,1,2018,6,Seasons,TV-Y7-FV,,"Eric Bauza, Jayma Mays, Grey DeLisle, Paul Rugg, Joshua Rush, Candi Milo, Laraine Newman",United States,2018-01-26,"Kids' TV, TV Comedies","The world's greatest feline fighter, lover and milk connoisseur takes on daring adventures in exotic locations in this family-friendly comedy series."
5994,80030346,TV Show,Club of Crows,25,1,2019,4,Seasons,TV-MA,,"Luis Gerardo Méndez, Mariana Treviño, Stephanie Cayo, Daniel Giménez Cacho, Alosian Vivancos, Antonio de la Vega, Ianis Guerrero, Juan Pablo de Santiago, Joaquín Ferreira, Said Sandoval, Andrés Pardave, Sofía Niño de Rivera, Eileen Yañez, Gutemberg Brito, Claudia Vega, Verónica Terán, Jesús Zavala, Gustavo Ganem, Ricardo Polanco, Emilio Guerrero, Luis Rábago, Guillermo Dorantes, Richie Mestre, Sofía Sisniega, Aldo Escalante, Juan Luis Orendain, Marcela Álvarez",Mexico,2019-01-25,"International TV Shows, Spanish-Language TV Shows, TV Comedies",A brother and sister battle high expectations and each other after inheriting a soccer team. A series from the creators of “Nosotros los Nobles.”
5995,80152118,TV Show,Medici: Masters of Florence,25,1,2019,2,Seasons,TV-MA,,"Richard Madden, Dustin Hoffman, Stuart Martin, Annabel Scholey","Italy, United Kingdom, France",2019-01-25,"International TV Shows, TV Dramas","After his father's murder, banking heir Cosimo Medici battles opponents of his artistic, economic and political visions for 15th-century Florence."
5996,80084164,TV Show,The Shannara Chronicles,22,1,2018,2,Seasons,TV-14,,"Austin Butler, Poppy Drayton, Ivana Baquero, Manu Bennett, Aaron Jakubenko, Emilia Burns, John Rhys-Davies, Marcus Vanco, Brooke Williams, Daniel MacPherson, Jed Brophy","United States, New Zealand",2018-01-22,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","After the destruction of civilization, three young heroes become Earth's last hope for salvation when a massive force of demons threatens the planet."
5997,80117498,TV Show,Marvel's The Punisher,18,1,2019,2,Seasons,TV-MA,,"Jon Bernthal, Ebon Moss-Bachrach, Ben Barnes, Amber Rose Revah, Jason R. Moore, Daniel Webber, Jaime Ray Newman, Michael Nathanson, Deborah Ann Woll, Paul Schulze",United States,2019-01-18,"Crime TV Shows, TV Action & Adventure, TV Thrillers",A former Marine out to punish the criminals responsible for his family's murder finds himself ensnared in a military conspiracy.
5998,80213025,TV Show,The World's Most Extraordinary Homes,18,1,2019,3,Seasons,TV-G,,"Piers Taylor, Caroline Quentin",United Kingdom,2019-01-18,"British TV Shows, Docuseries, International TV Shows",Award-winning architect Piers Taylor and actress/property enthusiast Caroline Quentin travel the world to tour unconventional homes in extreme places.
5999,80141782,TV Show,Hip-Hop Evolution,17,1,2020,3,Seasons,TV-MA,,Shad Kabango,Canada,2020-01-17,"Docuseries, International TV Shows","Interviews with influential MCs, DJs and moguls trace the genre's dynamic evolution from the 1970s through the 1990s in this documentary series."
